id,name,family,status,layers,rows,config_status,config_source,revision,gap
openbmb-minicpm4-0.5b-qat-int4-unquantized,MiniCPM4-0.5B-QAT-Int4-unquantized,OpenBMB,逐层配置/数学推导；部分模块未知,24,313,固定配置,https://huggingface.co/openbmb/MiniCPM4-0.5B-QAT-Int4-unquantized/resolve/1f3f7174511b956f674bced41064a3b1b792e9cc/config.json,1f3f7174511b956f674bced41064a3b1b792e9cc,
openbmb-minicpm4-8b,MiniCPM4-8B,OpenBMB,逐层配置/数学推导；部分模块未知,32,417,固定配置,https://huggingface.co/openbmb/MiniCPM4-8B/resolve/bb2ae14cf59d4ca769c4e42ece54cc3b82a58ef7/config.json,bb2ae14cf59d4ca769c4e42ece54cc3b82a58ef7,
openbmb-minicpm4-8b-eagle-frspec,MiniCPM4-8B-Eagle-FRSpec,OpenBMB,逐层配置/数学推导；部分模块未知,1,14,固定配置,https://huggingface.co/openbmb/MiniCPM4-8B-Eagle-FRSpec/resolve/1182e40bed9b634529181ac6f19cd225757480f3/config.json,1182e40bed9b634529181ac6f19cd225757480f3,
openbmb-minicpm4-8b-eagle-frspec-qat,MiniCPM4-8B-Eagle-FRSpec-QAT,OpenBMB,逐层配置/数学推导；部分模块未知,1,14,固定配置,https://huggingface.co/openbmb/MiniCPM4-8B-Eagle-FRSpec-QAT/resolve/259b5380f7900676b232d5dad57fe7c78c888c96/config.json,259b5380f7900676b232d5dad57fe7c78c888c96,
openbmb-minicpm4-8b-eagle-vllm,MiniCPM4-8B-Eagle-vLLM,OpenBMB,逐层配置/数学推导；部分模块未知,1,14,固定配置,https://huggingface.co/openbmb/MiniCPM4-8B-Eagle-vLLM/resolve/25c4c5557d8e29190df542465e2322a4243c9215/config.json,25c4c5557d8e29190df542465e2322a4243c9215,
openbmb-minicpm4-8b-marlin-eagle-vllm,MiniCPM4-8B-marlin-Eagle-vLLM,OpenBMB,逐层配置/数学推导；部分模块未知,1,14,固定配置,https://huggingface.co/openbmb/MiniCPM4-8B-marlin-Eagle-vLLM/resolve/1fba9a86b2ab90e23e526bf9947781dd22b81838/config.json,1fba9a86b2ab90e23e526bf9947781dd22b81838,
openbmb-minicpm4-mcp,MiniCPM4-MCP,OpenBMB,逐层配置/数学推导；部分模块未知,32,417,固定配置,https://huggingface.co/openbmb/MiniCPM4-MCP/resolve/a86a48b5b6af17ef98b7234a3a0edd1ebbe6e63e/config.json,a86a48b5b6af17ef98b7234a3a0edd1ebbe6e63e,
openbmb-minicpm4-survey,MiniCPM4-Survey,OpenBMB,逐层配置/数学推导；部分模块未知,32,417,固定配置,https://huggingface.co/openbmb/MiniCPM4-Survey/resolve/adfe3fbbc702feedc24f98d6fa9417549193c8f4/config.json,adfe3fbbc702feedc24f98d6fa9417549193c8f4,
openbmb-minicpm4.1-8b,MiniCPM4.1-8B,OpenBMB,逐层配置/数学推导；部分模块未知,32,417,固定配置,https://huggingface.co/openbmb/MiniCPM4.1-8B/resolve/3a8dfed9c79a45e07dbff95bcd49d792343fa1a3/config.json,3a8dfed9c79a45e07dbff95bcd49d792343fa1a3,
openbmb-minicpm4.1-8b-autoawq,MiniCPM4.1-8B-AutoAWQ,OpenBMB,逐层配置/数学推导；部分模块未知,32,417,固定配置,https://huggingface.co/openbmb/MiniCPM4.1-8B-AutoAWQ/resolve/e199301c6d61e204686836ff6a49643b70c92648/config.json,e199301c6d61e204686836ff6a49643b70c92648,
openbmb-minicpm4.1-8b-eagle3,MiniCPM4.1-8B-Eagle3,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/openbmb/MiniCPM4.1-8B-Eagle3/resolve/78689e7a50de89baab0c146f3b012267df70b5f2/config.json,78689e7a50de89baab0c146f3b012267df70b5f2,HTTP Error 404: Not Found
openbmb-minicpm4.1-8b-gguf,MiniCPM4.1-8B-GGUF,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/openbmb/MiniCPM4.1-8B-GGUF/resolve/ebb834d0ad9acfa98bd16bc963ec51be5f7e08c1/config.json,ebb834d0ad9acfa98bd16bc963ec51be5f7e08c1,HTTP Error 404: Not Found
openbmb-minicpm4.1-8b-gptq,MiniCPM4.1-8B-GPTQ,OpenBMB,逐层配置/数学推导；部分模块未知,32,417,固定配置,https://huggingface.co/openbmb/MiniCPM4.1-8B-GPTQ/resolve/36f81959ee46f444996a5c46ffab833d92c85c38/config.json,36f81959ee46f444996a5c46ffab833d92c85c38,
openbmb-minicpm4.1-8b-mlx,MiniCPM4.1-8B-MLX,OpenBMB,逐层配置/数学推导；部分模块未知,32,417,固定配置,https://huggingface.co/openbmb/MiniCPM4.1-8B-MLX/resolve/772a5c9a15156137cf8fac0b4a2609f809c91aab/config.json,772a5c9a15156137cf8fac0b4a2609f809c91aab,
openbmb-minicpm5-1b,MiniCPM5-1B,OpenBMB,逐层配置/数学推导；部分模块未知,24,313,固定配置,https://huggingface.co/openbmb/MiniCPM5-1B/resolve/87179e5c1f455ef22e6223592d2d61351b525bfc/config.json,87179e5c1f455ef22e6223592d2d61351b525bfc,
openbmb-minicpm5-1b-base,MiniCPM5-1B-Base,OpenBMB,逐层配置/数学推导；部分模块未知,24,313,固定配置,https://huggingface.co/openbmb/MiniCPM5-1B-Base/resolve/156170697656c48f69915b33a2fb44110242187c/config.json,156170697656c48f69915b33a2fb44110242187c,
openbmb-minicpm5-1b-gguf,MiniCPM5-1B-GGUF,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/openbmb/MiniCPM5-1B-GGUF/resolve/3d55fac80935ae6456986ad2384b5cbcc4d6c948/config.json,3d55fac80935ae6456986ad2384b5cbcc4d6c948,HTTP Error 404: Not Found
openbmb-minicpm5-1b-mlx,MiniCPM5-1B-MLX,OpenBMB,逐层配置/数学推导；部分模块未知,24,313,固定配置,https://huggingface.co/openbmb/MiniCPM5-1B-MLX/resolve/9879b18bf2928355fcdf4287635388a3665a40cb/config.json,9879b18bf2928355fcdf4287635388a3665a40cb,
openbmb-minicpm5-1b-sft,MiniCPM5-1B-SFT,OpenBMB,逐层配置/数学推导；部分模块未知,24,313,固定配置,https://huggingface.co/openbmb/MiniCPM5-1B-SFT/resolve/a60b37f1fc409c54e1e337b0723aaac6f92dfec0/config.json,a60b37f1fc409c54e1e337b0723aaac6f92dfec0,
openbmb-minicpm5-2b,MiniCPM5-2B,OpenBMB,逐层配置/数学推导；部分模块未知,42,547,固定配置,https://huggingface.co/openbmb/MiniCPM5-2B/resolve/12a3808a956f869c767195e9266b59c4d21d92e2/config.json,12a3808a956f869c767195e9266b59c4d21d92e2,
openbmb-minicpm5-2b-armv9-flagos,MiniCPM5-2B-Armv9-FlagOS,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/FlagRelease/MiniCPM5-2B-Armv9-FlagOS,,HTTP Error 401: Unauthorized
openbmb-minicpm5-2b-ascend-flagos,MiniCPM5-2B-ascend-FlagOS,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/FlagRelease/MiniCPM5-2B-ascend-FlagOS,,HTTP Error 401: Unauthorized
openbmb-minicpm5-2b-base,MiniCPM5-2B-Base,OpenBMB,逐层配置/数学推导；部分模块未知,42,547,固定配置,https://huggingface.co/openbmb/MiniCPM5-2B-Base/resolve/96a57cd572a02506b4500f54427dca24970c1bac/config.json,96a57cd572a02506b4500f54427dca24970c1bac,
openbmb-minicpm5-2b-dspark,MiniCPM5-2B-DSpark,OpenBMB,逐层配置/数学推导；部分模块未知,5,66,固定配置,https://huggingface.co/openbmb/MiniCPM5-2B-DSpark/resolve/114a20fdbf53220712c7fbdd7dccddbf1dedebb4/config.json,114a20fdbf53220712c7fbdd7dccddbf1dedebb4,
openbmb-minicpm5-2b-gguf,MiniCPM5-2B-GGUF,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/openbmb/MiniCPM5-2B-GGUF/resolve/2079a22f3beaa4e306449978533478fe0522f4b3/config.json,2079a22f3beaa4e306449978533478fe0522f4b3,HTTP Error 404: Not Found
openbmb-minicpm5-2b-gptq,MiniCPM5-2B-GPTQ,OpenBMB,逐层配置/数学推导；部分模块未知,42,547,固定配置,https://huggingface.co/openbmb/MiniCPM5-2B-GPTQ/resolve/48d57c14fba6b1f86109e1a54fafb0848c163f04/config.json,48d57c14fba6b1f86109e1a54fafb0848c163f04,
openbmb-minicpm5-2b-hygon-flagos,MiniCPM5-2B-hygon-FlagOS,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/FlagRelease/MiniCPM5-2B-hygon-FlagOS,,HTTP Error 401: Unauthorized
openbmb-minicpm5-2b-iluvatar-flagos,MiniCPM5-2B-iluvatar-FlagOS,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/FlagRelease/MiniCPM5-2B-iluvatar-FlagOS,,HTTP Error 401: Unauthorized
openbmb-minicpm5-2b-kunlunxin-flagos,MiniCPM5-2B-kunlunxin-FlagOS,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/FlagRelease/MiniCPM5-2B-kunlunxin-FlagOS,,HTTP Error 401: Unauthorized
openbmb-minicpm5-2b-metax-flagos,MiniCPM5-2B-metax-FlagOS,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/FlagRelease/MiniCPM5-2B-metax-FlagOS,,HTTP Error 401: Unauthorized
openbmb-minicpm5-2b-midtrain,MiniCPM5-2B-Midtrain,OpenBMB,逐层配置/数学推导；部分模块未知,42,547,固定配置,https://huggingface.co/openbmb/MiniCPM5-2B-Midtrain/resolve/0a45344e530534b7090df798421e57fc2d0e19f2/config.json,0a45344e530534b7090df798421e57fc2d0e19f2,
openbmb-minicpm5-2b-mlx,MiniCPM5-2B-MLX,OpenBMB,逐层配置/数学推导；部分模块未知,42,547,固定配置,https://huggingface.co/openbmb/MiniCPM5-2B-MLX/resolve/8a9ad7539ac86281d0ac2b017ba04a5de53fe9a3/config.json,8a9ad7539ac86281d0ac2b017ba04a5de53fe9a3,
openbmb-minicpm5-2b-mthreads-flagos,MiniCPM5-2B-mthreads-FlagOS,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/FlagRelease/MiniCPM5-2B-mthreads-FlagOS,,HTTP Error 401: Unauthorized
openbmb-minicpm5-2b-nvidia-flagos,MiniCPM5-2B-nvidia-FlagOS,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/FlagRelease/MiniCPM5-2B-nvidia-FlagOS,,HTTP Error 401: Unauthorized
openbmb-minicpm5-2b-sft,MiniCPM5-2B-SFT,OpenBMB,逐层配置/数学推导；部分模块未知,42,547,固定配置,https://huggingface.co/openbmb/MiniCPM5-2B-SFT/resolve/3e0690c57f6ac772180498467c82e56170cc00ac/config.json,3e0690c57f6ac772180498467c82e56170cc00ac,
openbmb-minicpm5-2b-zhenwu-flagos,MiniCPM5-2B-zhenwu-FlagOS,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/FlagRelease/MiniCPM5-2B-zhenwu-FlagOS,,HTTP Error 401: Unauthorized
openbmb-mistral-interact,Mistral-Interact,OpenBMB,逐层配置/数学推导；部分模块未知,32,417,固定配置,https://huggingface.co/hbx/Mistral-Interact/resolve/05ded918625f3b611109b1c0a39db367f3d636d0/config.json,05ded918625f3b611109b1c0a39db367f3d636d0,
openbmb-more,MoRE,OpenBMB,逐层配置/数学推导；部分模块未知,28,365,固定配置,https://huggingface.co/hmhm1229/MoRE/resolve/d0f03d27bf80f2e1aeeffcf836627727da1bb9e8/config.json,d0f03d27bf80f2e1aeeffcf836627727da1bb9e8,
openbmb-more-3b,MoRE-3B,OpenBMB,逐层配置/数学推导；部分模块未知,36,469,固定配置,https://huggingface.co/hmhm1229/MoRE-3B/resolve/f443ecb05d33ec33c069b5e166eeb274dcf1ac8f/config.json,f443ecb05d33ec33c069b5e166eeb274dcf1ac8f,
openbmb-omnilmm-12b,OmniLMM-12B,OpenBMB,逐层配置/数学推导；部分模块未知,32,417,固定配置,https://huggingface.co/openbmb/OmniLMM-12B/resolve/d2e9c9d619a0b34f06f0b65d2eae9ed1af1124a9/config.json,d2e9c9d619a0b34f06f0b65d2eae9ed1af1124a9,
openbmb-parammute-7b,ParamMute-7B,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/chengpingan/ParamMute-7B/resolve/ca985ae564acbad16e16672c1f338c1c93a7dd34/config.json,ca985ae564acbad16e16672c1f338c1c93a7dd34,HTTP Error 404: Not Found
openbmb-parammute-8b-kto,ParamMute-8B-KTO,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/chengpingan/ParamMute-8B-KTO/resolve/cfa5c3df0301bb79bfd63cd91e89270cb47ab763/config.json,cfa5c3df0301bb79bfd63cd91e89270cb47ab763,HTTP Error 404: Not Found
openbmb-parammute-8b-sft,ParamMute-8B-SFT,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/chengpingan/ParamMute-8B-SFT/resolve/601eb932448928894f45c853097e6822a6ea245b/config.json,601eb932448928894f45c853097e6822a6ea245b,HTTP Error 404: Not Found
openbmb-r1-router,R1-Router,OpenBMB,逐层配置/数学推导；部分模块未知,28,365,固定配置,https://huggingface.co/hmhm1229/R1-Router/resolve/d0f03d27bf80f2e1aeeffcf836627727da1bb9e8/config.json,d0f03d27bf80f2e1aeeffcf836627727da1bb9e8,
openbmb-rag-ddr,RAG-DDR,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/OpenMatch/RAG-DDR/resolve/29f2334a2246f1c760ea7c41414205d844ad2f3b/config.json,29f2334a2246f1c760ea7c41414205d844ad2f3b,HTTP Error 404: Not Found
openbmb-scicore-mol,SciCore-Mol,OpenBMB,逐层配置/数学推导；部分模块未知,36,469,固定配置,https://huggingface.co/openbmb/SciCore-Mol/resolve/8283148519b42d0ad1b551ca0382e7480fbf0be4/config.json,8283148519b42d0ad1b551ca0382e7480fbf0be4,
openbmb-scicore-omics,SciCore-Omics,OpenBMB,逐层配置/数学推导；部分模块未知,67,788,固定配置,https://huggingface.co/openbmb/SciCore-Omics/resolve/41a88ec20b763d8ce95a48bb7104ce6d87e2d931/config.json,41a88ec20b763d8ce95a48bb7104ce6d87e2d931,
openbmb-shift,SHIFT,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/ITcoder/SHIFT/resolve/a950253d82f5e00de463d366758aad140c6e7704/config.json,a950253d82f5e00de463d366758aad140c6e7704,HTTP Error 404: Not Found
openbmb-simplememvla_libero,simplememvla_libero,OpenBMB,逐层配置/数学推导；部分模块未知,73,807,固定配置,https://huggingface.co/yinchenghust/simplememvla_libero/resolve/82ec04c6c35987e38b68e57a7a08c11c72da5d47/config.json,82ec04c6c35987e38b68e57a7a08c11c72da5d47,
openbmb-simplememvla_mikasa,simplememvla_mikasa,OpenBMB,逐层配置/数学推导；部分模块未知,73,807,固定配置,https://huggingface.co/yinchenghust/simplememvla_mikasa/resolve/1317642e95cbd02c04ef7a308d586362fbcdc1ca/config.json,1317642e95cbd02c04ef7a308d586362fbcdc1ca,
openbmb-simplememvla_rmbench,simplememvla_rmbench,OpenBMB,逐层配置/数学推导；部分模块未知,73,807,固定配置,https://huggingface.co/yinchenghust/simplememvla_rmbench/resolve/171a70880e2afb2a7cc2327368129762d8f3b7f4/config.json,171a70880e2afb2a7cc2327368129762d8f3b7f4,
openbmb-simplememvla_robomemarena,simplememvla_robomemarena,OpenBMB,逐层配置/数学推导；部分模块未知,73,807,固定配置,https://huggingface.co/yinchenghust/simplememvla_robomemarena/resolve/88415d0bef07c9c3b81d075af2f733ed021f04f1/config.json,88415d0bef07c9c3b81d075af2f733ed021f04f1,
openbmb-simplememvla_robomme,simplememvla_robomme,OpenBMB,逐层配置/数学推导；部分模块未知,73,807,固定配置,https://huggingface.co/yinchenghust/simplememvla_robomme/resolve/6bf7204311496b93f12889cad0eaf3fcbddc35e4/config.json,6bf7204311496b93f12889cad0eaf3fcbddc35e4,
openbmb-simplenav,SimpleNav,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://github.com/OpenBMB/SimpleNav,,未找到可直接关联的公开checkpoint配置，不能由底座推定该版本层数
openbmb-table-retriever,table-retriever,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/hmhm1229/table-retriever/resolve/f4c5351e64d36d0a0c34d25a040268be8b76b4eb/config.json,f4c5351e64d36d0a0c34d25a040268be8b76b4eb,HTTP Error 404: Not Found
openbmb-toolbench_ir_bert_based_uncased,ToolBench_IR_bert_based_uncased,OpenBMB,逐层配置/数学推导；部分模块未知,12,157,固定配置,https://huggingface.co/ToolBench/ToolBench_IR_bert_based_uncased/resolve/cf4a904c33cde549643aa6d9091146e68ed4932f/config.json,cf4a904c33cde549643aa6d9091146e68ed4932f,
openbmb-toolllama-2-7b-v1,ToolLLaMA-2-7b-v1,OpenBMB,逐层配置/数学推导；部分模块未知,32,417,固定配置,https://huggingface.co/ToolBench/ToolLLaMA-2-7b-v1/resolve/ec65fc08a4963e9d181088a4271b62d55b245b77/config.json,ec65fc08a4963e9d181088a4271b62d55b245b77,
openbmb-toolllama-2-7b-v2,ToolLLaMA-2-7b-v2,OpenBMB,逐层配置/数学推导；部分模块未知,32,417,固定配置,https://huggingface.co/ToolBench/ToolLLaMA-2-7b-v2/resolve/f66993d6c40a644a7d7885d4c029943861e06113/config.json,f66993d6c40a644a7d7885d4c029943861e06113,
openbmb-toolllama-7b-lora-v1,ToolLLaMA-7b-LoRA-v1,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://huggingface.co/ToolBench/ToolLLaMA-7b-LoRA-v1/resolve/67f2e8af850049a86fb9ee8ef581deb0f51e58e6/config.json,67f2e8af850049a86fb9ee8ef581deb0f51e58e6,HTTP Error 404: Not Found
openbmb-toolllama-7b-v1,ToolLLaMA-7b-v1,OpenBMB,逐层配置/数学推导；部分模块未知,32,417,固定配置,https://huggingface.co/ToolBench/ToolLLaMA-7b-v1/resolve/f02e75dac646aef351da9372cfd854aa89190968/config.json,f02e75dac646aef351da9372cfd854aa89190968,
openbmb-viscpm-chat,VisCPM-Chat,OpenBMB,逐层配置/数学推导；部分模块未知,48,625,固定配置,https://huggingface.co/openbmb/VisCPM-Chat/resolve/77dd5c87d6092fd6733273e7fa52f8c1d1707be9/config.json,77dd5c87d6092fd6733273e7fa52f8c1d1707be9,
openbmb-viscpm-paint,VisCPM-Paint,OpenBMB,逐层配置/数学推导；部分模块未知,48,625,固定配置,https://huggingface.co/openbmb/VisCPM-Paint/resolve/b8b90d525c87b9c03d9ed83dbc70ca3cc23954fc/config.json,b8b90d525c87b9c03d9ed83dbc70ca3cc23954fc,
openbmb-visrag-ret,VisRAG-Ret,OpenBMB,逐层配置/数学推导；部分模块未知,40,521,固定配置,https://huggingface.co/openbmb/VisRAG-Ret/resolve/95ef596df871b606167cb7e4b7215caf1bfdf761/config.json,95ef596df871b606167cb7e4b7215caf1bfdf761,
openbmb-voxcpm-0.5b,VoxCPM-0.5B,OpenBMB,逐层配置/数学推导；部分模块未知,38,397,固定配置,https://huggingface.co/openbmb/VoxCPM-0.5B/resolve/b2e656f7524303fdaf84591c75bbb87203d7c98d/config.json,b2e656f7524303fdaf84591c75bbb87203d7c98d,
openbmb-voxcpm1.5,VoxCPM1.5,OpenBMB,逐层配置/数学推导；部分模块未知,48,457,固定配置,https://huggingface.co/openbmb/VoxCPM1.5/resolve/8cdc403854cda0e3af12252d27da038fda5982ac/config.json,8cdc403854cda0e3af12252d27da038fda5982ac,
openbmb-voxcpm2,VoxCPM2,OpenBMB,逐层配置/数学推导；部分模块未知,60,557,固定配置,https://huggingface.co/openbmb/VoxCPM2/resolve/32279effe8c19989596f05d353d1447f51d9e915/config.json,32279effe8c19989596f05d353d1447f51d9e915,
openbmb-workflowllama,WorkflowLlama,OpenBMB,资料缺口；未逐层分析,0,1,配置缺失,https://github.com/OpenBMB/WorkflowLLM,,未找到可直接关联的公开checkpoint配置，不能由底座推定该版本层数
