sheet,cell,row,module,operator,field,original,verified_or_formula,classification,reason,fixed_sources,comparison_status,analysis_location
算子表,D111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,算子类型,shared expert all-gather,shared expert all-gather,原标签/符号保留,结构标签本身不证明实际调用链；后续列独立核验,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,一致,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,E111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,inputshape,"[B,S,7168]",未核验,缺少独立实现证据,原表条目已纳入审计；缺少该运行栈/算子级证据，不能直接判错或照抄为已支持,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,F111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,output shape,"[B,S,7168]",未核验,缺少独立实现证据,原表条目已纳入审计；缺少该运行栈/算子级证据，不能直接判错或照抄为已支持,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,G111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,dim,"B,S","B,S",原标签/符号保留,结构标签本身不证明实际调用链；后续列独立核验,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,一致,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,H111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,shape范围,"symbolic:B,S; fixed:7168; attrs:collective=AllGather",未核验,缺少独立实现证据,原表条目已纳入审计；缺少该运行栈/算子级证据，不能直接判错或照抄为已支持,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,I111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,input dtype,BF16,BF16激活假设与存储dtype分开；K3 routed权重MXFP4/U8打包，不能统称BF16原始权重,dtype口径/运行假设,未统一核验所有激活、累加和cache类型；存储精度不等于计算精度,"https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/aiter_mxfp4_w4a16_moe.py#L316
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L841
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/quantization/methods/w4a8/w4a8.py#L506
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/trtllm_mxfp4_moe.py#L202",待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,J111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,output dtype,BF16,BF16激活假设与存储dtype分开；K3 routed权重MXFP4/U8打包，不能统称BF16原始权重,dtype口径/运行假设,未统一核验所有激活、累加和cache类型；存储精度不等于计算精度,"https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/aiter_mxfp4_w4a16_moe.py#L316
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L841
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/quantization/methods/w4a8/w4a8.py#L506
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/trtllm_mxfp4_moe.py#L202",待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,K111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,input format,ND,逻辑轴顺序可记录；NPU ND/NZ实际布局未核验,逻辑与物理格式需区分,ND文本不是加载、转换或设备kernel布局的证明,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,L111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,output format,ND,逻辑轴顺序可记录；NPU ND/NZ实际布局未核验,逻辑与物理格式需区分,ND文本不是加载、转换或设备kernel布局的证明,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,M111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,dtype next1,(空白),未提供候选,量化候选未验证,A8W8/A4W4等不能视为检查点格式或已支持内核,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,N111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,dtype next2,(空白),未提供候选,量化候选未验证,A8W8/A4W4等不能视为检查点格式或已支持内核,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,O111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,next3,(空白),未提供候选,量化候选未验证,A8W8/A4W4等不能视为检查点格式或已支持内核,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,P111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,并行资源占用情况,(空白),未实测,无硬件实测,空白未提供测量值，本次也未运行硬件；不填猜测值,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,Q111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,duration,(空白),未实测,无硬件实测,空白未提供测量值，本次也未运行硬件；不填猜测值,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,R111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,计算利用率,(空白),未实测,无硬件实测,空白未提供测量值，本次也未运行硬件；不填猜测值,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,S111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,mte,(空白),未实测,无硬件实测,空白未提供测量值，本次也未运行硬件；不填猜测值,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,T111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,scalar,(空白),未实测,无硬件实测,空白未提供测量值，本次也未运行硬件；不填猜测值,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,U111,111,layer_0.kda_layer.moe.shared_expert,shared_all_gather,融合算子分析,(空白),待按实现与性能证据分析,未提供融合分析,不能由空白推定可融合或有性能收益,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,A112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,模块,layer_0.kda_layer.moe.shared_expert,第0层为Dense，MoE起于后续层；若表示代表性MoE应改为layer_i且i>=1,真实层索引不匹配,first_k_dense_replace=1；不把代表结构当真实第0层,"https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",差异,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,B112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,算子列表,shared_gate_up_proj,shared_gate_up_proj,原标签/符号保留,结构标签本身不证明实际调用链；后续列独立核验,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,一致,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,C112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,npu kernel,torch.matmul,框架/数学操作：torch.matmul；NPU kernel未核验,接口层级误分类,框架API不是NPU设备kernel，不能作一对一映射,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,差异,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,D112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,算子类型,GEMM,GEMM,原标签/符号保留,结构标签本身不证明实际调用链；后续列独立核验,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,一致,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,E112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,inputshape,"[B,S,7168];[7168,6144]",num_shared_experts=2；逻辑共享gate/up各6144；两分支融合总12288。模板6144融合若只代表单专家或TP=2需注明,共享专家聚合/分片假设,与固定K3 config及独立逐层计算证据对照；若原表另指其他模型/分片，需单独标识,"https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,F112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,output shape,"[B,S,6144]",num_shared_experts=2；逻辑共享gate/up各6144；两分支融合总12288。模板6144融合若只代表单专家或TP=2需注明,共享专家聚合/分片假设,与固定K3 config及独立逐层计算证据对照；若原表另指其他模型/分片，需单独标识,"https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,G112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,dim,"B,S","B,S",原标签/符号保留,结构标签本身不证明实际调用链；后续列独立核验,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,一致,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,H112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,shape范围,"symbolic:B,S; fixed:7168,6144",num_shared_experts=2；逻辑共享gate/up各6144；两分支融合总12288。模板6144融合若只代表单专家或TP=2需注明,共享专家聚合/分片假设,与固定K3 config及独立逐层计算证据对照；若原表另指其他模型/分片，需单独标识,"https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,I112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,input dtype,BF16;BF16,BF16激活假设与存储dtype分开；K3 routed权重MXFP4/U8打包，不能统称BF16原始权重,dtype口径/运行假设,未统一核验所有激活、累加和cache类型；存储精度不等于计算精度,"https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/aiter_mxfp4_w4a16_moe.py#L316
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L841
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/quantization/methods/w4a8/w4a8.py#L506
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/trtllm_mxfp4_moe.py#L202",待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,J112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,output dtype,BF16,BF16激活假设与存储dtype分开；K3 routed权重MXFP4/U8打包，不能统称BF16原始权重,dtype口径/运行假设,未统一核验所有激活、累加和cache类型；存储精度不等于计算精度,"https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/aiter_mxfp4_w4a16_moe.py#L316
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L841
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/quantization/methods/w4a8/w4a8.py#L506
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/trtllm_mxfp4_moe.py#L202",待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,K112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,input format,ND;ND,逻辑轴顺序可记录；NPU ND/NZ实际布局未核验,逻辑与物理格式需区分,ND文本不是加载、转换或设备kernel布局的证明,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,L112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,output format,ND,逻辑轴顺序可记录；NPU ND/NZ实际布局未核验,逻辑与物理格式需区分,ND文本不是加载、转换或设备kernel布局的证明,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,M112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,dtype next1,(空白),未提供候选,量化候选未验证,A8W8/A4W4等不能视为检查点格式或已支持内核,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,N112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,dtype next2,(空白),未提供候选,量化候选未验证,A8W8/A4W4等不能视为检查点格式或已支持内核,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,O112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,next3,(空白),未提供候选,量化候选未验证,A8W8/A4W4等不能视为检查点格式或已支持内核,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,P112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,并行资源占用情况,(空白),未实测,无硬件实测,空白未提供测量值，本次也未运行硬件；不填猜测值,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,Q112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,duration,(空白),未实测,无硬件实测,空白未提供测量值，本次也未运行硬件；不填猜测值,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,R112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,计算利用率,(空白),未实测,无硬件实测,空白未提供测量值，本次也未运行硬件；不填猜测值,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,S112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,mte,(空白),未实测,无硬件实测,空白未提供测量值，本次也未运行硬件；不填猜测值,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,T112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,scalar,(空白),未实测,无硬件实测,空白未提供测量值，本次也未运行硬件；不填猜测值,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,U112,112,layer_0.kda_layer.moe.shared_expert,shared_gate_up_proj,融合算子分析,(空白),待按实现与性能证据分析,未提供融合分析,不能由空白推定可融合或有性能收益,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,A113,113,layer_0.kda_layer.moe.shared_expert,shared_gate_input,模块,layer_0.kda_layer.moe.shared_expert,第0层为Dense，MoE起于后续层；若表示代表性MoE应改为layer_i且i>=1,真实层索引不匹配,first_k_dense_replace=1；不把代表结构当真实第0层,"https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",差异,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,B113,113,layer_0.kda_layer.moe.shared_expert,shared_gate_input,算子列表,shared_gate_input,shared_gate_input,原标签/符号保留,结构标签本身不证明实际调用链；后续列独立核验,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,一致,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,C113,113,layer_0.kda_layer.moe.shared_expert,shared_gate_input,npu kernel,split,框架/数学操作：split；NPU kernel未核验,接口层级误分类,框架API不是NPU设备kernel，不能作一对一映射,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,差异,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,D113,113,layer_0.kda_layer.moe.shared_expert,shared_gate_input,算子类型,shared SiTU gate input,shared SiTU gate input,原标签/符号保留,结构标签本身不证明实际调用链；后续列独立核验,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,一致,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,E113,113,layer_0.kda_layer.moe.shared_expert,shared_gate_input,inputshape,"[B,S,6144]",完整共享分支逻辑宽6144；3072可能仅单专家/局部分片，不可直接当完整分支,共享专家聚合/分片假设,与固定K3 config及独立逐层计算证据对照；若原表另指其他模型/分片，需单独标识,"https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,F113,113,layer_0.kda_layer.moe.shared_expert,shared_gate_input,output shape,"[B,S,3072]",完整共享分支逻辑宽6144；3072可能仅单专家/局部分片，不可直接当完整分支,共享专家聚合/分片假设,与固定K3 config及独立逐层计算证据对照；若原表另指其他模型/分片，需单独标识,"https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,G113,113,layer_0.kda_layer.moe.shared_expert,shared_gate_input,dim,"B,S","B,S",原标签/符号保留,结构标签本身不证明实际调用链；后续列独立核验,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,一致,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,H113,113,layer_0.kda_layer.moe.shared_expert,shared_gate_input,shape范围,"symbolic:B,S; fixed:6144,3072; attrs:axis=-1",完整共享分支逻辑宽6144；3072可能仅单专家/局部分片，不可直接当完整分支,共享专家聚合/分片假设,与固定K3 config及独立逐层计算证据对照；若原表另指其他模型/分片，需单独标识,"https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L49
https://github.com/pytorch/pytorch/blob/9b6e45278f06dc46c14d32220063f01d249fc21d/torch/nn/modules/linear.py#L130
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L919
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/ops/linear.py#L135",待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,I113,113,layer_0.kda_layer.moe.shared_expert,shared_gate_input,input dtype,BF16,BF16激活假设与存储dtype分开；K3 routed权重MXFP4/U8打包，不能统称BF16原始权重,dtype口径/运行假设,未统一核验所有激活、累加和cache类型；存储精度不等于计算精度,"https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/aiter_mxfp4_w4a16_moe.py#L316
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L841
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/quantization/methods/w4a8/w4a8.py#L506
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/trtllm_mxfp4_moe.py#L202",待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,J113,113,layer_0.kda_layer.moe.shared_expert,shared_gate_input,output dtype,BF16,BF16激活假设与存储dtype分开；K3 routed权重MXFP4/U8打包，不能统称BF16原始权重,dtype口径/运行假设,未统一核验所有激活、累加和cache类型；存储精度不等于计算精度,"https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/aiter_mxfp4_w4a16_moe.py#L316
https://huggingface.co/moonshotai/Kimi-K3/blob/f831ab66814297da540d832a5235f8e904f29d06/modeling_kimi_linear.py#L841
https://github.com/vllm-project/vllm-ascend/blob/0003e1b75b8ff4d35a5871fee1b2e9e7860bc3f1/vllm_ascend/quantization/methods/w4a8/w4a8.py#L506
https://github.com/vllm-project/vllm/blob/97dc6b19d2fe92b794b49e684677a2e1a8b2c540/vllm/model_executor/layers/fused_moe/experts/trtllm_mxfp4_moe.py#L202",待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
算子表,K113,113,layer_0.kda_layer.moe.shared_expert,shared_gate_input,input format,ND,逻辑轴顺序可记录；NPU ND/NZ实际布局未核验,逻辑与物理格式需区分,ND文本不是加载、转换或设备kernel布局的证明,https://huggingface.co/moonshotai/Kimi-K3/resolve/f831ab66814297da540d832a5235f8e904f29d06/config.json,待核验,Kimi-K3 / 模板对照；具体算子见独立算子表
